Week_Ending,Current_Season_Week_Ending_Label,Influenza_Season,Data_Collection_Period,Geography,Geographic_Level,Parent_Geography,Age_Group,Age_Group_Sort_Order,Race,Race_Ethnicity_Sort_Order
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Missouri,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Arizona,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Nevada,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Alaska,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,City of New York,City,New York,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Rhode Island,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Vermont,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Maine,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Massachusetts,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Utah,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,South Dakota,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Mississippi,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Delaware,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,California,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,New York,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Arkansas,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Louisiana,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Alabama,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,National,National,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Illinois,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,South Carolina,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,New Jersey,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Philadelphia County,City,Pennsylvania,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Georgia,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Texas,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Pennsylvania,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,City of Houston,City,Texas,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,District of Columbia,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Maryland,State,National,65+ yrs,4,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Idaho,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Kansas,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,New Hampshire,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Montana,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,West Virginia,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Utah,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Alaska,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Hawaii,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Vermont,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Virgin Islands,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Puerto Rico,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,South Dakota,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Washington,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Wisconsin,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Wyoming,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,New Mexico,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Oregon,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Maine,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,North Dakota,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Iowa,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Ohio,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Nevada,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Mississippi,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Michigan,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Kentucky,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Florida,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,National,National,National,18-49 yrs,2,"Asian, Non-Hispanic",3
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Delaware,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Maryland,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,City of Chicago,City,Illinois,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Georgia,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Illinois,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Nebraska,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,City of Houston,City,Texas,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Arizona,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Pennsylvania,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Arkansas,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Oklahoma,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Alabama,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Louisiana,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,New York,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,City of New York,City,New York,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,National,National,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,South Carolina,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Texas,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,New Jersey,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,District of Columbia,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Virginia,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,California,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Connecticut,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Tennessee,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Philadelphia County,City,Pennsylvania,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Indiana,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Missouri,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Rhode Island,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Minnesota,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,2021-2022,10/31/2021 - 11/27/2021,Ohio,State,National,18-49 yrs,2,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Bexar County,City,Texas,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Colorado,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Massachusetts,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,North Carolina,State,National,All Adults (18+),1,"Black, Non-Hispanic",4
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Michigan,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Indiana,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Maine,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Vermont,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Mississippi,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Kentucky,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,North Dakota,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Iowa,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Missouri,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Virgin Islands,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,West Virginia,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Ohio,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Alabama,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Utah,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,South Dakota,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Alaska,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Puerto Rico,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Montana,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Oklahoma,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Florida,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Wisconsin,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Wyoming,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Louisiana,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Pennsylvania,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,New Jersey,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Illinois,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Arizona,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,City of Houston,City,Texas,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Nevada,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,City of Chicago,City,Illinois,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Georgia,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,New Mexico,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Philadelphia County,City,Pennsylvania,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Texas,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,National,National,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Oregon,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Washington,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,South Carolina,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Bexar County,City,Texas,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,California,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Idaho,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Maryland,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,New Hampshire,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,New York,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Arkansas,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Delaware,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Hawaii,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,City of New York,City,New York,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Massachusetts,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Virginia,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Nebraska,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Connecticut,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Rhode Island,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Kansas,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,District of Columbia,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Colorado,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Minnesota,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,North Carolina,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Tennessee,State,National,18-49 yrs,2,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Utah,State,National,50-64 yrs,3,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Virgin Islands,State,National,50-64 yrs,3,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Vermont,State,National,50-64 yrs,3,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Oklahoma,State,National,50-64 yrs,3,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Arkansas,State,National,50-64 yrs,3,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Massachusetts,State,National,50-64 yrs,3,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Delaware,State,National,50-64 yrs,3,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Maine,State,National,50-64 yrs,3,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Kansas,State,National,50-64 yrs,3,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Tennessee,State,National,50-64 yrs,3,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Oregon,State,National,50-64 yrs,3,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,City of Chicago,City,Illinois,50-64 yrs,3,Hispanic,5
01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,2021-2022,01/02/2022 - 01/29/2022,Missouri,State,National,50-64 yrs,3,Hispanic,5
